# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
APLNR	APLNR	NM_005161.4	protein_coding	0	1	0	42	9	0	1	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	1	16
APLNR	APLNR	NR_027991.2		0	0	0	42	0	0	0	0	0	0	0	16	0	9	0	2	0	0	0	0	0	0	0	0	0	15
APLP2	APLP2	NM_001142276.2	protein_coding	0	1	3	213	5	1	1	0	0	1	0	6	0	185	2	0	0	0	0	0	0	0	0	0	0	16
APLP2	APLP2	NM_001142277.2	protein_coding	0	1	3	213	5	1	1	0	0	1	0	6	0	185	2	0	0	0	0	0	0	0	0	0	0	16
APLP2	APLP2	NM_001142278.2	protein_coding	0	1	2	214	5	1	1	0	0	0	0	6	0	186	2	0	0	0	0	0	0	0	0	0	0	16
APLP2	APLP2	NM_001243299.1	protein_coding	0	0	3	212	5	0	0	0	0	1	0	6	0	185	2	0	0	0	0	0	0	0	0	0	0	16
APLP2	APLP2	NM_001328682.2	protein_coding	0	1	3	213	5	1	1	0	0	1	0	6	0	185	2	0	0	0	0	0	0	0	0	0	0	16
APLP2	APLP2	NM_001328684.2	protein_coding	0	1	3	213	5	1	1	0	0	1	0	6	0	185	2	0	0	0	0	0	0	0	0	0	0	16
APLP2	APLP2	NM_001328685.2	protein_coding	0	1	3	213	5	1	1	0	0	1	0	6	0	185	2	0	0	0	0	0	0	0	0	0	0	16
APLP2	APLP2	NM_001328686.2	protein_coding	0	1	3	213	5	1	1	0	0	1	0	6	0	185	2	0	0	0	0	0	0	0	0	0	0	16
APLP2	APLP2	NM_001642.3	protein_coding	0	1	3	213	5	1	1	0	0	1	0	6	0	185	2	0	0	0	0	0	0	0	0	0	0	16
APLP2	APLP2	NR_024515.2		0	0	0	216	0	0	0	0	0	0	0	6	0	185	0	9	0	0	0	0	0	0	0	0	0	16
APLP2	APLP2	NR_024516.2		0	0	0	216	0	0	0	0	0	0	0	6	0	185	0	9	0	0	0	0	0	0	0	0	0	16
APOA1	APOA1	NM_000039.2	protein_coding	0	1	1	47	0	1	3	1	0	0	0	24	0	9	0	0	0	0	0	0	0	0	0	0	0	11
APOA1	APOA1	NM_001318017.2	protein_coding	0	1	1	45	0	1	2	1	0	0	0	24	0	7	0	0	0	0	0	0	0	0	0	0	0	12
APOA1	APOA1	NM_001318018.2	protein_coding	0	0	1	45	0	0	0	1	0	0	0	24	0	9	0	0	0	0	0	0	0	0	0	0	0	12
APOA1	APOA1	NM_001318021.1	protein_coding	0	1	1	47	0	1	3	1	0	0	0	24	0	9	0	0	0	0	0	0	0	0	0	0	0	11
APOA1-AS	APOA1-AS	NR_126362.1		0	0	0	86	0	0	0	0	0	0	0	14	0	47	0	4	0	0	0	0	0	0	0	0	0	21
APOA4	APOA4	NM_000482.4	protein_coding	0	3	4	38	1	0	0	0	0	0	0	10	0	5	4	0	0	0	0	0	0	0	0	0	3	22
APOA5	APOA5	NM_001166598.2	protein_coding	0	2	3	34	6	0	2	0	0	0	0	12	0	3	3	0	0	0	0	1	0	0	0	0	1	11
APOA5	APOA5	NM_001371904.1	protein_coding	0	1	3	34	6	0	1	0	0	0	0	12	0	3	3	0	0	0	0	0	0	0	0	0	1	12
APOA5	APOA5	NM_052968.5	protein_coding	0	2	3	34	6	0	2	0	0	0	0	12	0	3	3	0	0	0	0	1	0	0	0	0	1	11
APOC3	APOC3	NM_000040.3	protein_coding	0	1	0	73	3	0	1	0	0	0	0	24	0	16	0	0	0	0	0	0	0	0	0	0	1	29
AQP11	AQP11	NM_001363477.1	protein_coding	0	0	1	37	1	0	0	0	0	0	0	10	0	22	1	0	0	0	0	0	0	0	0	0	0	4
AQP11	AQP11	NM_173039.3	protein_coding	0	0	1	36	1	0	0	0	0	0	0	10	0	22	1	0	0	0	0	0	0	0	0	0	0	3
ARAP1	ARAP1	NM_001040118.2	protein_coding	0	5	2	232	0	0	0	0	0	0	0	19	0	200	2	0	0	0	0	1	0	0	0	0	4	14
ARAP1	ARAP1	NM_001135190.1	protein_coding	0	3	2	153	0	0	2	0	0	0	0	19	0	117	2	0	0	0	0	1	0	0	0	0	2	16
ARAP1	ARAP1	NM_001369489.1	protein_coding	0	4	2	152	0	0	2	0	0	0	0	19	0	116	2	0	0	0	0	1	0	0	0	0	3	16
ARAP1	ARAP1	NM_015242.4	protein_coding	0	4	2	152	0	0	2	0	0	0	0	19	0	116	2	0	0	0	0	1	0	0	0	0	3	16
ARAP1	ARAP1	NR_161388.1		0	1	0	157	0	0	0	0	0	0	0	19	0	116	0	7	0	0	0	1	0	0	0	0	0	16
ARAP1-AS2	ARAP1-AS2	NR_146780.1		0	0	0	48	0	0	0	0	0	0	0	13	0	11	0	7	0	0	0	0	0	0	0	0	0	17
ARCN1	ARCN1	NM_001142281.1	protein_coding	0	1	0	56	4	0	0	0	0	0	0	9	0	38	0	0	0	0	0	0	0	0	0	0	1	5
ARCN1	ARCN1	NM_001655.5	protein_coding	0	1	0	56	4	0	0	0	0	0	0	9	0	38	0	0	0	0	0	0	0	0	0	0	1	5
ARFGAP2	ARFGAP2	NM_001242832.1	protein_coding	0	1	1	58	5	0	2	0	0	0	0	13	0	29	1	0	0	0	0	0	0	0	0	0	1	9
ARFGAP2	ARFGAP2	NM_032389.6	protein_coding	0	1	1	58	5	0	0	0	0	0	0	13	0	29	1	0	0	0	0	0	0	0	0	0	1	11
ARFIP2	ARFIP2	NM_001242854.1	protein_coding	0	2	0	31	2	0	1	0	0	0	0	13	0	5	0	0	0	0	0	0	0	0	0	0	2	10
ARFIP2	ARFIP2	NM_001242855.1	protein_coding	0	0	0	33	2	0	1	0	0	0	0	13	0	7	0	0	0	0	0	0	0	0	0	0	0	10
ARFIP2	ARFIP2	NM_001242856.1	protein_coding	0	0	0	33	2	0	1	0	0	0	0	13	0	7	0	0	0	0	0	0	0	0	0	0	0	10
ARFIP2	ARFIP2	NM_001370406.1	protein_coding	0	0	0	31	2	0	0	0	0	0	0	13	0	7	0	0	0	0	0	0	0	0	0	0	0	9
ARFIP2	ARFIP2	NM_001370408.1	protein_coding	0	0	0	31	2	0	0	0	0	0	0	13	0	7	0	0	0	0	0	0	0	0	0	0	0	9
ARFIP2	ARFIP2	NM_001370409.1	protein_coding	0	0	0	31	2	0	0	0	0	0	0	13	0	7	0	0	0	0	0	0	0	0	0	0	0	9
ARFIP2	ARFIP2	NM_001370411.1	protein_coding	0	0	0	31	2	0	0	0	0	0	0	13	0	7	0	0	0	0	0	0	0	0	0	0	0	9
ARFIP2	ARFIP2	NM_001370412.1	protein_coding	0	0	0	31	2	0	0	0	0	0	0	13	0	7	0	0	0	0	0	0	0	0	0	0	0	9
ARFIP2	ARFIP2	NM_001370413.1	protein_coding	0	0	0	31	2	0	0	0	0	0	0	13	0	7	0	0	0	0	0	0	0	0	0	0	0	9
ARFIP2	ARFIP2	NM_012402.3	protein_coding	0	0	0	33	2	0	1	0	0	0	0	13	0	7	0	0	0	0	0	0	0	0	0	0	0	10
ARFIP2	ARFIP2	NR_163423.1		0	0	0	31	0	0	0	0	0	0	0	13	0	7	0	2	0	0	0	0	0	0	0	0	0	9
ARFIP2	ARFIP2	NR_163424.1		0	0	0	31	0	0	0	0	0	0	0	13	0	7	0	2	0	0	0	0	0	0	0	0	0	9
ARHGAP1	ARHGAP1	NM_004308.5	protein_coding	0	1	0	62	3	0	0	0	0	0	0	12	0	39	0	0	0	0	0	0	0	0	0	0	1	8
ARHGAP20	ARHGAP20	NM_001258415.2	protein_coding	0	2	1	296	8	0	0	0	0	0	0	9	0	266	1	0	0	0	0	0	0	0	0	0	2	13
ARHGAP20	ARHGAP20	NM_001258416.1	protein_coding	0	2	1	298	8	0	1	0	0	0	0	9	0	270	1	0	0	0	0	0	0	0	0	0	2	10
ARHGAP20	ARHGAP20	NM_001258417.1	protein_coding	0	2	1	298	8	0	0	0	0	0	0	9	0	269	1	0	0	0	0	0	0	0	0	0	2	12
ARHGAP20	ARHGAP20	NM_001258418.1	protein_coding	0	2	1	298	8	0	1	0	0	0	0	9	0	270	1	0	0	0	0	0	0	0	0	0	2	10
ARHGAP20	ARHGAP20	NM_020809.3	protein_coding	0	2	1	298	8	0	0	0	0	0	0	9	0	269	1	0	0	0	0	0	0	0	0	0	2	12
ARHGAP32	ARHGAP32	NM_001142685.1	protein_coding	0	6	1	433	8	0	0	0	0	0	0	5	0	415	1	0	0	0	0	0	0	0	0	0	6	5
ARHGAP32	ARHGAP32	NM_014715.4	protein_coding	0	6	1	116	8	0	0	0	0	0	0	5	0	95	1	0	0	0	0	0	0	0	0	0	6	8
ARHGAP42	ARHGAP42	NM_001367945.1	protein_coding	1	4	4	1015	20	0	0	0	0	0	0	13	0	959	4	0	0	0	0	0	0	1	0	0	4	23
ARHGAP42	ARHGAP42	NM_152432.4	protein_coding	1	4	4	1015	20	0	0	0	0	0	0	13	0	959	4	0	0	0	0	0	0	1	0	0	4	23
ARHGEF12	ARHGEF12	NM_001198665.2	protein_coding	0	3	2	306	8	0	1	0	0	0	0	22	0	269	2	0	0	0	0	2	0	0	0	0	1	8
ARHGEF12	ARHGEF12	NM_001301084.2	protein_coding	0	3	2	227	8	0	1	0	0	0	0	22	0	192	2	0	0	0	0	2	0	0	0	0	1	6
ARHGEF12	ARHGEF12	NM_015313.3	protein_coding	0	3	2	306	8	0	1	0	0	0	0	22	0	269	2	0	0	0	0	2	0	0	0	0	1	8
ARHGEF17	ARHGEF17	NM_014786.4	protein_coding	0	5	3	128	3	0	0	0	1	0	0	10	0	109	2	0	0	0	0	0	0	0	0	0	5	6
ARL14EP	ARL14EP	NM_152316.3	protein_coding	0	1	1	69	3	1	2	0	0	0	0	13	0	40	1	0	0	0	0	0	0	0	0	0	0	11
ARL2	ARL2	NM_001199745.2	protein_coding	0	0	1	35	1	0	0	0	0	0	0	16	0	11	1	0	0	0	0	1	0	0	0	0	0	7
ARL2	ARL2	NM_001667.4	protein_coding	0	0	1	35	1	0	0	0	0	0	0	16	0	11	1	0	0	0	0	1	0	0	0	0	0	7
ARL2-SNX15	ARL2-SNX15	NR_037650.1		0	0	0	93	0	0	0	0	0	0	0	14	0	61	0	11	0	0	0	0	0	0	0	0	0	7
ARNTL	ARNTL	NM_001030272.2	protein_coding	0	4	0	330	2	0	1	0	0	0	0	13	0	292	0	0	0	0	0	2	0	0	0	0	2	24
ARNTL	ARNTL	NM_001030273.2	protein_coding	0	4	0	330	2	0	1	0	0	0	0	13	0	292	0	0	0	0	0	2	0	0	0	0	2	24
ARNTL	ARNTL	NM_001178.5	protein_coding	0	4	0	330	2	0	1	0	0	0	0	13	0	292	0	0	0	0	0	2	0	0	0	0	2	24
ARNTL	ARNTL	NM_001297719.1	protein_coding	0	4	0	330	2	0	1	0	0	0	0	13	0	292	0	0	0	0	0	2	0	0	0	0	2	24
ARNTL	ARNTL	NM_001297722.1	protein_coding	0	4	0	330	2	0	1	0	0	0	0	13	0	292	0	0	0	0	0	2	0	0	0	0	2	24
ARNTL	ARNTL	NM_001297724.1	protein_coding	0	4	0	330	2	0	1	0	0	0	0	13	0	292	0	0	0	0	0	2	0	0	0	0	2	24
ARNTL	ARNTL	NM_001351804.1	protein_coding	0	4	0	336	2	0	3	0	0	0	0	13	0	295	0	0	0	0	0	2	0	0	0	0	2	25
ARNTL	ARNTL	NM_001351805.1	protein_coding	0	4	0	330	2	0	1	0	0	0	0	13	0	292	0	0	0	0	0	2	0	0	0	0	2	24
ARNTL	ARNTL	NM_001351806.1	protein_coding	0	4	0	330	2	0	1	0	0	0	0	13	0	292	0	0	0	0	0	2	0	0	0	0	2	24
ARNTL	ARNTL	NM_001351807.1	protein_coding	0	4	0	330	2	0	1	0	0	0	0	13	0	292	0	0	0	0	0	2	0	0	0	0	2	24
ARNTL	ARNTL	NM_001351808.1	protein_coding	0	4	0	330	2	0	1	0	0	0	0	13	0	292	0	0	0	0	0	2	0	0	0	0	2	24
ARNTL	ARNTL	NM_001351809.1	protein_coding	0	4	0	330	2	0	1	0	0	0	0	13	0	292	0	0	0	0	0	2	0	0	0	0	2	24
ARNTL	ARNTL	NM_001351810.1	protein_coding	0	3	0	331	2	0	1	0	0	0	0	13	0	293	0	0	0	0	0	2	0	0	0	0	1	24
ARNTL	ARNTL	NM_001351811.1	protein_coding	0	4	0	330	2	0	1	0	0	0	0	13	0	292	0	0	0	0	0	2	0	0	0	0	2	24
ARNTL	ARNTL	NM_001351812.1	protein_coding	0	4	0	330	2	0	1	0	0	0	0	13	0	292	0	0	0	0	0	2	0	0	0	0	2	24
ARNTL	ARNTL	NM_001351813.1	protein_coding	0	4	0	330	2	0	1	0	0	0	0	13	0	292	0	0	0	0	0	2	0	0	0	0	2	24
ARNTL	ARNTL	NM_001351814.1	protein_coding	0	4	0	330	2	0	1	0	0	0	0	13	0	292	0	0	0	0	0	2	0	0	0	0	2	24
ARNTL	ARNTL	NM_001351815.1	protein_coding	0	3	0	331	2	0	1	0	0	0	0	13	0	292	0	0	0	0	0	1	0	0	0	0	2	24
ARNTL	ARNTL	NM_001351816.1	protein_coding	0	4	0	330	2	0	1	0	0	0	0	13	0	292	0	0	0	0	0	2	0	0	0	0	2	24
ARNTL	ARNTL	NM_001351817.1	protein_coding	0	2	0	332	2	0	1	0	0	0	0	13	0	293	0	0	0	0	0	1	0	0	0	0	1	24
ARNTL	ARNTL	NM_001351818.1	protein_coding	0	4	0	330	2	0	1	0	0	0	0	13	0	292	0	0	0	0	0	2	0	0	0	0	2	24
ARNTL	ARNTL	NM_001351819.1	protein_coding	0	4	0	330	2	0	1	0	0	0	0	13	0	292	0	0	0	0	0	2	0	0	0	0	2	24
ARNTL	ARNTL	NM_001351820.1	protein_coding	0	4	0	330	2	0	1	0	0	0	0	13	0	292	0	0	0	0	0	2	0	0	0	0	2	24
ARNTL	ARNTL	NM_001351821.1	protein_coding	0	3	0	331	2	0	1	0	0	0	0	13	0	292	0	0	0	0	0	1	0	0	0	0	2	24
ARNTL	ARNTL	NM_001351822.1	protein_coding	0	3	0	331	2	0	1	0	0	0	0	13	0	292	0	0	0	0	0	1	0	0	0	0	2	24
ARNTL	ARNTL	NM_001351823.1	protein_coding	0	4	0	330	2	0	1	0	0	0	0	13	0	292	0	0	0	0	0	2	0	0	0	0	2	24
ARNTL	ARNTL	NM_001351824.1	protein_coding	0	3	0	331	2	0	1	0	0	0	0	13	0	292	0	0	0	0	0	1	0	0	0	0	2	24
ARNTL	ARNTL	NR_147785.1		0	2	0	332	0	0	0	0	0	0	0	13	0	291	0	6	0	0	0	2	0	0	0	0	0	24
ARNTL	ARNTL	NR_147786.1		0	2	0	332	0	0	0	0	0	0	0	13	0	291	0	6	0	0	0	2	0	0	0	0	0	24
ARNTL	ARNTL	NR_147787.1		0	2	0	332	0	0	0	0	0	0	0	13	0	292	0	5	0	0	0	2	0	0	0	0	0	24
ARNTL	ARNTL	NR_147788.1		0	2	0	332	0	0	0	0	0	0	0	13	0	291	0	6	0	0	0	2	0	0	0	0	0	24
ARNTL	ARNTL	NR_147789.1		0	2	0	332	0	0	0	0	0	0	0	13	0	292	0	5	0	0	0	2	0	0	0	0	0	24
ARNTL	ARNTL	NR_147790.1		0	2	0	332	0	0	0	0	0	0	0	13	0	291	0	6	0	0	0	2	0	0	0	0	0	24
ARNTL	ARNTL	NR_147791.1		0	2	0	332	0	0	0	0	0	0	0	13	0	291	0	6	0	0	0	2	0	0	0	0	0	24
ARRB1	ARRB1	NM_004041.5	protein_coding	0	1	1	230	8	0	0	0	0	0	0	5	0	203	1	0	0	0	0	0	0	0	0	0	1	14
ARRB1	ARRB1	NM_020251.4	protein_coding	0	1	1	230	8	0	0	0	0	0	0	5	0	203	1	0	0	0	0	0	0	0	0	0	1	14
ART1	ART1	NM_004314.3	protein_coding	0	1	5	99	1	0	0	0	0	0	0	19	0	44	5	0	0	0	0	0	0	0	0	0	1	35
ART5	ART5	NM_001079536.1	protein_coding	0	1	5	61	1	0	0	0	1	0	0	18	0	21	4	0	0	0	0	0	0	0	0	0	1	21
ART5	ART5	NM_001297668.2	protein_coding	0	2	3	60	2	0	4	0	1	0	0	18	0	15	2	0	0	0	0	0	0	0	0	0	2	21
ART5	ART5	NM_053017.5	protein_coding	0	1	5	59	1	0	4	0	1	0	0	18	0	15	4	0	0	0	0	0	0	0	0	0	1	21
ART5	ART5	NR_123732.1		0	0	0	67	0	0	0	0	0	0	0	18	0	25	0	3	0	0	0	0	0	0	0	0	0	21
ASCL2	ASCL2	NM_005170.2	protein_coding	0	0	0	37	0	0	1	0	0	0	0	15	0	1	0	0	0	0	0	0	0	0	0	0	0	20
ASCL3	ASCL3	NM_020646.2	protein_coding	0	2	1	66	0	0	0	0	0	0	0	21	0	29	1	0	0	0	0	0	0	0	0	0	2	16
ASRGL1	ASRGL1	NM_001083926.2	protein_coding	0	1	0	187	6	0	3	0	0	0	0	15	0	142	0	0	0	0	0	0	0	0	0	0	1	21
ASRGL1	ASRGL1	NM_025080.4	protein_coding	0	2	0	187	6	0	2	0	0	0	0	15	0	143	0	0	0	0	0	1	0	0	0	0	1	21
ATG13	ATG13	NM_001142673.2	protein_coding	1	3	1	101	11	0	0	0	0	0	0	10	0	79	1	0	0	1	0	2	0	0	0	0	1	4
ATG13	ATG13	NM_001205119.1	protein_coding	1	3	1	101	11	0	0	0	0	0	0	10	0	79	1	0	0	1	0	2	0	0	0	0	1	4
ATG13	ATG13	NM_001205120.1	protein_coding	1	3	1	101	11	0	0	0	0	0	0	10	0	79	1	0	0	1	0	2	0	0	0	0	1	4
ATG13	ATG13	NM_001205121.1	protein_coding	1	3	1	101	11	0	0	0	0	0	0	10	0	79	1	0	0	1	0	2	0	0	0	0	1	4
ATG13	ATG13	NM_001205122.1	protein_coding	0	2	1	103	11	0	0	0	0	0	0	10	0	79	1	0	0	0	0	1	0	0	0	0	1	4
ATG13	ATG13	NM_001346311.1	protein_coding	1	3	1	101	11	0	0	0	0	0	0	10	0	79	1	0	0	1	0	2	0	0	0	0	1	4
ATG13	ATG13	NM_001346312.1	protein_coding	1	4	1	100	11	0	0	0	0	0	0	10	0	79	1	0	0	1	0	3	0	0	0	0	1	4
ATG13	ATG13	NM_001346313.1	protein_coding	1	3	1	101	11	0	0	0	0	0	0	10	0	79	1	0	0	1	0	2	0	0	0	0	1	4
ATG13	ATG13	NM_001346314.1	protein_coding	1	4	1	100	11	0	0	0	0	0	0	10	0	79	1	0	0	1	0	3	0	0	0	0	1	4
ATG13	ATG13	NM_001346315.1	protein_coding	1	4	1	100	11	0	0	0	0	0	0	10	0	79	1	0	0	1	0	3	0	0	0	0	1	4
ATG13	ATG13	NM_001346316.1	protein_coding	1	3	1	101	11	0	0	0	0	0	0	10	0	79	1	0	0	1	0	2	0	0	0	0	1	4
ATG13	ATG13	NM_001346317.1	protein_coding	1	3	1	101	11	0	0	0	0	0	0	10	0	79	1	0	0	1	0	2	0	0	0	0	1	4
ATG13	ATG13	NM_001346318.1	protein_coding	1	3	1	101	11	0	0	0	0	0	0	10	0	79	1	0	0	1	0	2	0	0	0	0	1	4
ATG13	ATG13	NM_001346319.1	protein_coding	1	4	1	100	11	0	0	0	0	0	0	10	0	79	1	0	0	1	0	3	0	0	0	0	1	4
ATG13	ATG13	NM_001346320.1	protein_coding	1	4	1	100	11	0	0	0	0	0	0	10	0	79	1	0	0	1	0	3	0	0	0	0	1	4
ATG13	ATG13	NM_001346321.1	protein_coding	1	3	1	101	11	0	0	0	0	0	0	10	0	79	1	0	0	1	0	2	0	0	0	0	1	4
ATG13	ATG13	NM_001346322.1	protein_coding	1	4	1	100	11	0	0	0	0	0	0	10	0	79	1	0	0	1	0	3	0	0	0	0	1	4
ATG13	ATG13	NM_001346323.1	protein_coding	1	4	1	100	11	0	0	0	0	0	0	10	0	79	1	0	0	1	0	3	0	0	0	0	1	4
ATG13	ATG13	NM_001346324.1	protein_coding	1	4	1	100	11	0	0	0	0	0	0	10	0	79	1	0	0	1	0	3	0	0	0	0	1	4
ATG13	ATG13	NM_001346325.1	protein_coding	1	4	1	100	11	0	0	0	0	0	0	10	0	79	1	0	0	1	0	3	0	0	0	0	1	4
ATG13	ATG13	NM_001346326.1	protein_coding	1	3	1	101	11	0	0	0	0	0	0	10	0	79	1	0	0	1	0	2	0	0	0	0	1	4
ATG13	ATG13	NM_001346327.1	protein_coding	1	3	1	101	11	0	0	0	0	0	0	10	0	79	1	0	0	1	0	2	0	0	0	0	1	4
ATG13	ATG13	NM_001346328.1	protein_coding	1	4	1	100	11	0	0	0	0	0	0	10	0	79	1	0	0	1	0	3	0	0	0	0	1	4
ATG13	ATG13	NM_001346329.1	protein_coding	1	3	1	101	11	0	0	0	0	0	0	10	0	79	1	0	0	1	0	2	0	0	0	0	1	4
ATG13	ATG13	NM_001346330.1	protein_coding	1	3	1	101	11	0	0	0	0	0	0	10	0	79	1	0	0	1	0	2	0	0	0	0	1	4
ATG13	ATG13	NM_001346331.1	protein_coding	1	3	1	101	11	0	0	0	0	0	0	10	0	79	1	0	0	1	0	2	0	0	0	0	1	4
ATG13	ATG13	NM_001346332.1	protein_coding	1	3	1	101	11	0	0	0	0	0	0	10	0	79	1	0	0	1	0	2	0	0	0	0	1	4
ATG13	ATG13	NM_001346333.1	protein_coding	1	4	1	100	11	0	0	0	0	0	0	10	0	79	1	0	0	1	0	3	0	0	0	0	1	4
ATG13	ATG13	NM_001346334.1	protein_coding	1	3	1	101	11	0	0	0	0	0	0	10	0	79	1	0	0	1	0	2	0	0	0	0	1	4
ATG13	ATG13	NM_001346335.1	protein_coding	1	3	1	101	11	0	0	0	0	0	0	10	0	79	1	0	0	1	0	2	0	0	0	0	1	4
ATG13	ATG13	NM_001346336.1	protein_coding	1	4	1	100	11	0	0	0	0	0	0	10	0	79	1	0	0	1	0	3	0	0	0	0	1	4
ATG13	ATG13	NM_001346337.1	protein_coding	1	3	1	101	11	0	0	0	0	0	0	10	0	79	1	0	0	1	0	2	0	0	0	0	1	4
ATG13	ATG13	NM_001346338.1	protein_coding	1	4	1	100	11	0	0	0	0	0	0	10	0	79	1	0	0	1	0	3	0	0	0	0	1	4
ATG13	ATG13	NM_001346340.1	protein_coding	1	3	1	101	11	0	0	0	0	0	0	10	0	79	1	0	0	1	0	2	0	0	0	0	1	4
ATG13	ATG13	NM_001346342.1	protein_coding	1	3	1	101	11	0	0	0	0	0	0	10	0	79	1	0	0	1	0	2	0	0	0	0	1	4
ATG13	ATG13	NM_001346344.1	protein_coding	1	4	1	100	11	0	0	0	0	0	0	10	0	79	1	0	0	1	0	3	0	0	0	0	1	4
ATG13	ATG13	NM_001346346.1	protein_coding	1	3	1	101	11	0	0	0	0	0	0	10	0	79	1	0	0	1	0	2	0	0	0	0	1	4
ATG13	ATG13	NM_001346348.1	protein_coding	1	4	1	100	11	0	0	0	0	0	0	10	0	79	1	0	0	1	0	3	0	0	0	0	1	4
ATG13	ATG13	NM_001346349.1	protein_coding	1	3	1	101	11	0	0	0	0	0	0	10	0	79	1	0	0	1	0	2	0	0	0	0	1	4
ATG13	ATG13	NM_001346350.1	protein_coding	1	4	1	100	11	0	0	0	0	0	0	10	0	79	1	0	0	1	0	3	0	0	0	0	1	4
ATG13	ATG13	NM_001346351.1	protein_coding	1	3	1	101	11	0	0	0	0	0	0	10	0	79	1	0	0	1	0	2	0	0	0	0	1	4
ATG13	ATG13	NM_001346352.1	protein_coding	1	3	1	101	11	0	0	0	0	0	0	10	0	79	1	0	0	1	0	2	0	0	0	0	1	4
ATG13	ATG13	NM_001346353.1	protein_coding	1	4	1	100	11	0	0	0	0	0	0	10	0	79	1	0	0	1	0	3	0	0	0	0	1	4
ATG13	ATG13	NM_001346354.1	protein_coding	1	3	1	101	11	0	0	0	0	0	0	10	0	79	1	0	0	1	0	2	0	0	0	0	1	4
ATG13	ATG13	NM_001346355.1	protein_coding	1	3	1	101	11	0	0	0	0	0	0	10	0	79	1	0	0	1	0	2	0	0	0	0	1	4
ATG13	ATG13	NM_001346356.1	protein_coding	1	3	1	101	11	0	0	0	0	0	0	10	0	79	1	0	0	1	0	2	0	0	0	0	1	4
ATG13	ATG13	NM_001346357.1	protein_coding	1	3	1	101	11	0	1	0	0	0	0	10	0	79	1	0	0	1	0	3	0	0	0	0	0	4
ATG13	ATG13	NM_001346358.1	protein_coding	1	2	1	102	11	0	1	0	0	0	0	10	0	79	1	0	0	1	0	2	0	0	0	0	0	4
ATG13	ATG13	NM_001346359.1	protein_coding	1	2	1	102	11	0	1	0	0	0	0	10	0	79	1	0	0	1	0	2	0	0	0	0	0	4
ATG13	ATG13	NM_001346360.1	protein_coding	1	2	1	102	11	0	1	0	0	0	0	10	0	79	1	0	0	1	0	2	0	0	0	0	0	4
ATG13	ATG13	NM_014741.4	protein_coding	1	3	1	101	11	0	0	0	0	0	0	10	0	79	1	0	0	1	0	2	0	0	0	0	1	4
ATG13	ATG13	NR_144422.1		1	2	0	103	0	0	0	0	0	0	0	10	0	79	0	13	0	1	0	2	0	0	0	0	0	4
ATG13	ATG13	NR_144423.1		1	2	0	103	0	0	0	0	0	0	0	10	0	79	0	13	0	1	0	2	0	0	0	0	0	4
ATG13	ATG13	NR_144424.1		1	2	0	103	0	0	0	0	0	0	0	10	0	79	0	13	0	1	0	2	0	0	0	0	0	4
ATG16L2	ATG16L2	NM_001318766.2	protein_coding	0	0	1	73	1	0	2	0	0	0	0	9	0	43	1	0	0	0	0	0	0	0	0	0	0	18
ATG16L2	ATG16L2	NM_033388.2	protein_coding	0	1	1	72	1	0	0	0	0	0	0	9	0	45	1	0	0	0	0	1	0	0	0	0	0	18
ATG2A	ATG2A	NM_001367971.1	protein_coding	0	6	8	78	1	0	0	0	0	0	0	9	0	44	8	0	0	0	0	0	0	0	0	0	6	24
ATG2A	ATG2A	NM_001367972.1	protein_coding	0	6	8	78	1	0	0	0	0	0	0	9	0	44	8	0	0	0	0	0	0	0	0	0	6	24
ATG2A	ATG2A	NM_015104.3	protein_coding	0	6	8	78	1	0	0	0	0	0	0	9	0	44	8	0	0	0	0	0	0	0	0	0	6	24
ATL3	ATL3	NM_001290048.2	protein_coding	0	2	1	83	6	0	0	0	0	0	0	9	0	67	1	0	0	0	0	2	0	0	0	0	1	2
ATL3	ATL3	NM_015459.5	protein_coding	0	2	1	82	6	0	1	0	0	0	0	9	0	66	1	0	0	0	0	2	0	0	0	0	1	1
ATM	ATM	NM_000051.3	protein_coding	2	10	9	303	8	0	1	0	0	0	0	9	0	283	9	0	0	2	0	7	0	0	0	0	3	11
ATM	ATM	NM_001351834.2	protein_coding	2	10	9	302	8	0	1	0	0	0	0	9	0	283	9	0	0	2	0	7	0	0	0	0	3	10
ATM	ATM	NM_001351835.1	protein_coding	0	0	0	32	0	0	1	0	0	0	0	9	0	11	0	0	0	0	0	0	0	0	0	0	0	11
